payment_id,invoice_id,payment_date,amount,payment_method
14139,167,2025-09-19,2640.05,Cash
14140,240,2026-01-28,4484.85,Insurance
14141,473,2024-01-06,2788.99,Cash
14142,243,2025-09-07,1453.25,Insurance
14143,211,2025-12-30,592.38,Cash
14144,104,2024-01-25,3654.45,Bank Transfer
14145,197,2024-05-29,4882.86,Credit Card
14146,44,2024-07-13,4518.31,Cash
14147,493,2025-02-13,1354.14,Credit Card
14148,346,2024-01-26,3314.69,Other
14149,192,2025-06-29,2371.47,Cash
14150,347,2024-03-11,3509.99,Credit Card
14151,381,2026-01-27,499.51,Credit Card
14152,26,2026-02-05,1727.70,Cash
14153,414,2025-01-03,577.25,Bank Transfer
14154,313,2024-08-15,1042.10,Credit Card
14155,189,2024-03-23,1080.13,Credit Card
14156,274,2025-03-19,4882.52,Credit Card
14157,295,2025-09-18,2281.84,Bank Transfer
14158,223,2025-07-13,806.87,Credit Card
14159,260,2024-12-13,2396.09,Cash
14160,67,2025-01-12,2265.25,Credit Card
14161,449,2024-10-05,235.42,Bank Transfer
14162,99,2024-09-12,2839.12,Other
14163,468,2025-10-22,90.90,Credit Card
14164,216,2024-12-13,3052.94,Insurance
14165,206,2024-12-05,156.18,Other
14166,483,2024-08-29,4160.16,Credit Card
14167,488,2024-02-15,330.28,Insurance
14168,101,2025-07-19,2742.31,Cash
14169,243,2025-05-15,697.78,Credit Card
14170,8,2024-03-30,102.29,Credit Card
14171,444,2024-06-26,2601.77,Credit Card
14172,44,2024-03-25,378.34,Cash
14173,447,2024-07-11,3075.18,Insurance
14174,150,2025-04-30,809.54,Other
14175,466,2025-01-16,2204.61,Bank Transfer
14176,479,2025-03-09,3292.33,Bank Transfer
14177,251,2025-12-18,4457.39,Credit Card
14178,358,2024-02-13,4037.34,Credit Card
14179,470,2024-01-20,2133.59,Cash
14180,93,2025-05-31,3983.45,Bank Transfer
14181,294,2025-03-15,3211.09,Insurance
14182,321,2025-11-03,583.14,Bank Transfer
14183,496,2025-12-17,2790.86,Cash
14184,96,2024-07-25,205.50,Other
14185,39,2024-06-26,4734.55,Other
14186,457,2025-04-30,2660.07,Cash
14187,330,2025-10-07,4489.50,Cash
14188,408,2024-05-13,1750.05,Insurance
14189,22,2025-03-12,4138.32,Cash
14190,72,2024-05-23,1983.20,Cash
14191,348,2025-03-04,3477.92,Bank Transfer
14192,375,2024-06-26,1289.14,Other
14193,222,2024-10-05,455.89,Bank Transfer
14194,381,2025-06-07,956.90,Cash
14195,103,2025-12-14,2709.09,Bank Transfer
14196,85,2025-07-27,4712.81,Credit Card
14197,118,2024-07-24,156.47,Insurance
14198,490,2024-07-27,2358.52,Bank Transfer
14199,110,2024-11-13,2522.28,Insurance
14200,143,2025-01-23,1521.29,Credit Card
14201,99,2024-01-16,1802.88,Bank Transfer
14202,332,2024-11-10,3486.26,Credit Card
14203,59,2024-06-09,1577.22,Credit Card
14204,267,2024-08-05,1699.08,Other
14205,322,2024-09-17,1998.57,Cash
14206,31,2025-11-05,2090.65,Cash
14207,458,2024-10-14,295.19,Credit Card
14208,198,2025-05-22,2163.91,Cash
14209,70,2024-08-15,1785.92,Insurance
14210,294,2024-04-17,4021.36,Cash
14211,326,2024-07-11,1021.06,Insurance
14212,461,2025-04-08,3569.36,Bank Transfer
14213,459,2025-12-27,3814.21,Other
14214,5,2025-02-08,930.62,Insurance
14215,499,2024-01-09,4830.83,Other
14216,200,2025-04-05,4026.50,Other
14217,171,2024-03-28,1518.81,Cash
14218,206,2025-01-17,3504.90,Bank Transfer
14219,163,2026-01-24,4607.05,Insurance
14220,421,2025-12-01,2242.67,Bank Transfer
14221,467,2024-10-08,4706.09,Cash
14222,484,2025-10-09,3724.20,Cash
14223,344,2025-03-24,480.92,Insurance
14224,85,2026-02-03,445.25,Insurance
14225,210,2024-07-16,2962.90,Insurance
14226,92,2025-04-11,2994.55,Bank Transfer
14227,139,2025-11-02,3140.11,Credit Card
14228,30,2024-10-27,316.51,Insurance
14229,380,2024-10-19,2818.39,Insurance
14230,40,2024-01-12,757.72,Cash
14231,138,2025-09-19,1075.05,Other
14232,196,2025-11-20,4540.85,Cash
14233,52,2025-04-27,2407.13,Bank Transfer
14234,149,2025-09-19,1438.34,Cash
14235,418,2024-09-03,1933.09,Insurance
14236,430,2024-02-11,2329.03,Other
14237,317,2024-04-29,545.94,Cash
14238,422,2024-02-27,3592.16,Cash
14239,34,2024-05-27,3732.46,Other
14240,110,2025-10-26,2226.95,Credit Card
14241,179,2026-01-14,2069.46,Credit Card
14242,17,2024-05-26,4617.64,Other
14243,417,2024-08-25,4068.90,Insurance
14244,66,2025-10-10,318.97,Credit Card
14245,364,2025-06-01,2930.59,Bank Transfer
14246,28,2024-02-28,1703.28,Cash
14247,113,2024-03-10,1974.68,Other
14248,493,2026-01-02,2347.29,Cash
14249,78,2024-02-17,1801.18,Cash
14250,67,2024-05-30,3332.33,Credit Card
14251,248,2024-03-23,3654.17,Credit Card
14252,12,2025-09-05,352.56,Bank Transfer
14253,419,2025-01-27,1956.50,Cash
14254,72,2025-09-25,2034.16,Credit Card
14255,39,2024-03-14,4651.13,Insurance
14256,295,2025-05-01,549.97,Insurance
14257,357,2024-03-13,4833.99,Credit Card
14258,214,2025-05-26,4493.08,Credit Card
14259,465,2024-03-21,1391.46,Insurance
14260,239,2026-01-22,1442.34,Insurance
14261,446,2024-12-01,225.82,Insurance
14262,63,2025-11-06,1823.42,Insurance
14263,56,2025-07-19,3150.73,Cash
14264,378,2024-09-01,1561.72,Insurance
14265,36,2025-05-24,2038.48,Cash
14266,338,2024-07-18,4295.63,Other
14267,281,2025-07-09,3915.18,Insurance
14268,446,2025-04-20,4175.72,Bank Transfer
14269,408,2025-08-22,3876.78,Other
14270,246,2024-08-10,2236.39,Insurance
14271,338,2024-06-21,2056.94,Other
14272,62,2024-05-05,2419.10,Other
14273,200,2024-07-18,2862.44,Cash
14274,249,2025-09-03,903.20,Credit Card
14275,363,2025-07-07,2529.74,Credit Card
14276,141,2024-01-19,3368.65,Bank Transfer
14277,259,2025-01-30,860.97,Credit Card
14278,273,2024-01-30,2604.77,Insurance
14279,312,2024-06-17,2309.71,Credit Card
14280,59,2024-01-15,3402.48,Other
14281,234,2024-08-31,2398.65,Bank Transfer
14282,89,2025-10-19,1504.19,Credit Card
14283,416,2024-11-22,4401.46,Insurance
14284,154,2025-06-11,61.16,Other
14285,293,2024-09-17,331.04,Credit Card
14286,225,2025-08-11,1135.28,Bank Transfer
14287,239,2025-09-03,4051.06,Insurance
14288,159,2024-08-26,2768.60,Insurance
14289,393,2024-07-15,1078.22,Insurance
14290,83,2024-06-16,1459.91,Insurance
14291,144,2024-10-04,671.42,Insurance
14292,394,2026-03-05,862.79,Credit Card
14293,52,2026-01-17,4090.32,Credit Card
14294,459,2024-01-08,4263.49,Cash
14295,4,2025-10-15,1705.65,Cash
14296,84,2026-01-22,3092.10,Other
14297,213,2025-09-22,987.41,Cash
14298,153,2025-09-14,1826.12,Insurance
14299,333,2024-10-19,296.47,Bank Transfer
14300,82,2025-03-25,235.33,Credit Card
14301,4,2024-07-23,2128.24,Cash
14302,116,2025-01-25,4183.76,Insurance
14303,114,2025-08-12,2729.99,Other
14304,141,2025-12-09,970.94,Other
14305,43,2024-06-02,347.83,Other
14306,310,2024-12-24,1386.67,Cash
14307,115,2025-01-15,4369.43,Insurance
14308,65,2024-06-14,2569.41,Other
14309,48,2024-01-18,2764.22,Cash
14310,437,2024-02-05,207.73,Other
14311,51,2026-01-15,3021.58,Insurance
14312,201,2024-12-09,2368.26,Bank Transfer
14313,61,2024-02-22,3940.98,Cash
14314,97,2024-04-13,2956.85,Cash
14315,395,2024-03-24,627.22,Insurance
14316,336,2024-01-07,2701.60,Insurance
14317,477,2025-07-28,3747.81,Credit Card
14318,435,2024-08-27,2593.29,Bank Transfer
14319,152,2025-05-22,2085.71,Other
14320,134,2025-04-20,4895.38,Insurance
14321,161,2024-02-03,3468.08,Insurance
14322,472,2024-07-22,1435.94,Insurance
14323,5,2025-08-21,1395.50,Bank Transfer
14324,153,2024-07-01,2498.24,Cash
14325,246,2025-02-19,2137.13,Bank Transfer
14326,148,2024-04-29,292.12,Insurance
14327,63,2025-08-10,872.08,Other
14328,401,2025-10-11,4980.04,Cash
14329,361,2024-05-21,751.84,Cash
14330,454,2025-12-29,1224.25,Other
14331,253,2025-12-02,4911.24,Insurance
14332,107,2025-11-28,2696.21,Bank Transfer
14333,71,2025-08-21,3662.55,Other
14334,158,2025-01-24,3827.25,Credit Card
14335,71,2024-09-05,2914.00,Other
14336,70,2024-11-02,3724.40,Cash
14337,380,2024-10-19,3696.48,Insurance
14338,484,2026-02-25,1873.96,Bank Transfer
14339,22,2024-06-18,3115.74,Credit Card
14340,202,2025-01-30,2506.05,Credit Card
14341,55,2025-03-09,2289.95,Bank Transfer
14342,15,2024-11-10,983.44,Bank Transfer
14343,147,2024-09-01,389.60,Other
14344,229,2025-12-09,1851.65,Credit Card
14345,115,2025-08-17,2295.76,Credit Card
14346,263,2024-01-09,4824.19,Other
14347,253,2024-01-24,4106.88,Credit Card
14348,262,2024-09-17,1801.10,Cash
14349,60,2024-12-30,3846.62,Insurance
14350,22,2025-04-11,3018.77,Bank Transfer
14351,283,2025-12-18,572.14,Credit Card
14352,491,2025-09-09,2614.62,Credit Card
14353,298,2025-06-10,4272.93,Cash
14354,322,2024-01-07,3668.31,Other
14355,202,2024-02-11,1550.81,Cash
14356,178,2025-08-26,1157.11,Other
14357,169,2024-02-24,4279.77,Other
14358,37,2025-06-19,384.52,Other
14359,194,2025-12-13,2856.58,Bank Transfer
14360,330,2025-01-07,1098.18,Insurance
14361,49,2026-01-17,1622.16,Other
14362,241,2026-01-18,1348.42,Credit Card
14363,118,2024-07-13,1525.69,Bank Transfer
14364,37,2024-05-07,3866.93,Other
14365,92,2025-10-14,3716.08,Bank Transfer
14366,425,2025-10-21,557.58,Bank Transfer
14367,478,2025-06-30,2027.25,Bank Transfer
14368,15,2024-05-26,877.12,Other
14369,135,2025-10-20,2533.89,Cash
14370,355,2026-02-09,792.15,Credit Card
14371,5,2026-01-24,1547.74,Insurance
14372,87,2025-06-22,2266.96,Credit Card
14373,335,2025-09-22,4624.22,Credit Card
14374,354,2024-12-24,2811.28,Insurance
14375,435,2024-05-18,633.52,Cash
14376,467,2025-06-30,3218.09,Cash
14377,457,2026-01-05,2824.07,Cash
14378,372,2025-05-04,629.32,Insurance
14379,288,2024-02-21,2841.80,Other
14380,202,2025-01-18,2904.83,Bank Transfer
14381,486,2024-11-04,398.24,Insurance
14382,398,2024-07-30,929.94,Credit Card
14383,152,2025-10-24,832.00,Cash
14384,458,2024-07-21,2547.92,Insurance
14385,61,2025-03-25,1630.00,Bank Transfer
14386,215,2024-11-30,370.39,Credit Card
14387,331,2025-11-26,3134.28,Bank Transfer
14388,476,2024-06-21,2035.35,Cash
14389,331,2025-10-07,3173.44,Cash
14390,293,2024-10-27,4054.88,Credit Card
14391,135,2025-06-14,4942.73,Credit Card
14392,14,2026-02-28,1815.51,Bank Transfer
14393,234,2026-01-16,3477.34,Cash
14394,277,2024-12-17,1471.58,Cash
14395,352,2024-05-12,1469.34,Bank Transfer
14396,250,2025-06-18,2799.02,Bank Transfer
14397,109,2024-02-25,139.43,Bank Transfer
14398,356,2024-01-17,2348.99,Credit Card
14399,167,2024-07-15,1673.32,Credit Card
14400,131,2024-11-12,4841.38,Other
14401,78,2025-08-20,3417.00,Bank Transfer
14402,339,2025-04-25,4582.33,Other
14403,236,2025-07-14,1959.30,Cash
14404,69,2025-07-26,3812.57,Cash
14405,29,2024-08-07,1311.42,Credit Card
14406,441,2025-10-31,875.87,Insurance
14407,67,2024-10-08,4647.28,Insurance
14408,366,2026-01-12,2500.41,Bank Transfer
14409,40,2025-02-09,1995.44,Insurance
14410,117,2024-01-02,1253.51,Cash
14411,254,2025-11-07,790.56,Cash
14412,218,2024-06-16,3453.66,Bank Transfer
14413,88,2024-03-09,2104.52,Other
14414,196,2024-03-09,3402.90,Insurance
14415,222,2024-02-11,62.59,Cash
14416,323,2024-11-02,331.99,Other
14417,371,2024-07-11,3864.63,Other
14418,99,2025-03-19,3407.96,Insurance
14419,198,2025-02-09,3826.45,Insurance
14420,458,2024-02-02,2562.72,Other
14421,495,2024-12-11,3483.27,Other
14422,486,2025-06-01,4234.05,Credit Card
14423,322,2025-04-29,4375.72,Cash
14424,107,2024-12-04,3163.12,Other
14425,140,2025-01-01,1081.25,Insurance
14426,255,2025-10-06,2865.80,Credit Card
14427,147,2024-05-01,2355.42,Cash
14428,130,2025-05-23,462.48,Bank Transfer
14429,492,2025-09-01,734.30,Cash
14430,72,2025-12-13,645.00,Bank Transfer
14431,412,2025-05-30,2698.04,Insurance
14432,497,2024-01-29,3999.71,Credit Card
14433,73,2024-02-06,4479.36,Cash
14434,363,2024-09-28,4860.69,Insurance
14435,265,2026-01-10,2863.44,Cash
14436,27,2025-08-16,4340.51,Other
14437,451,2025-06-30,4764.79,Insurance
14438,167,2025-03-17,2420.93,Credit Card
14439,101,2026-02-02,1393.05,Bank Transfer
14440,301,2025-05-28,3419.04,Cash
14441,382,2025-12-18,2438.81,Insurance
14442,168,2025-12-18,900.08,Insurance
14443,369,2025-03-12,3007.45,Other
14444,312,2024-12-03,130.56,Cash
14445,5,2024-11-27,965.81,Bank Transfer
14446,204,2024-10-10,826.19,Credit Card
14447,152,2026-03-18,3385.55,Other
14448,223,2024-04-29,979.94,Insurance
14449,195,2024-03-17,4020.73,Bank Transfer
14450,4,2024-01-02,583.59,Credit Card
14451,257,2026-03-08,2590.17,Cash
14452,149,2024-09-02,1553.30,Other
14453,348,2024-06-26,1448.21,Credit Card
14454,441,2025-07-20,2616.82,Insurance
14455,237,2025-05-06,4325.90,Credit Card
14456,153,2024-07-25,1203.46,Cash
14457,203,2025-08-02,1612.86,Bank Transfer
14458,324,2024-06-11,870.54,Cash
14459,11,2024-03-29,911.41,Bank Transfer
14460,33,2024-05-08,2775.73,Credit Card
14461,244,2024-01-18,3532.87,Other
14462,414,2024-03-01,219.97,Cash
14463,81,2024-07-02,1426.34,Credit Card
14464,450,2025-04-18,2851.92,Credit Card
14465,50,2025-02-08,2001.48,Credit Card
14466,452,2024-10-11,470.75,Other
14467,10,2025-06-10,489.49,Bank Transfer
14468,481,2025-05-09,3893.90,Other
14469,435,2026-01-13,1582.02,Cash
14470,183,2024-05-21,1212.19,Other
14471,281,2024-06-07,3637.41,Cash
14472,367,2025-12-15,4177.46,Credit Card
14473,38,2024-05-12,3707.72,Credit Card
14474,271,2025-04-27,3944.77,Cash
14475,229,2025-02-10,3052.98,Cash
14476,147,2024-02-01,788.46,Other
14477,129,2025-09-15,3964.48,Cash
14478,311,2024-05-30,2982.44,Credit Card
14479,248,2024-06-21,3879.89,Other
14480,229,2024-11-03,1809.40,Other
14481,118,2024-12-23,1763.47,Insurance
14482,76,2026-02-09,4090.88,Bank Transfer
14483,68,2026-01-28,225.33,Insurance
14484,211,2024-07-31,1207.64,Cash
14485,404,2024-03-16,885.78,Cash
14486,163,2024-05-06,4682.43,Bank Transfer
14487,469,2025-12-23,3371.95,Other
14488,267,2024-10-12,701.21,Insurance
14489,282,2025-07-29,1901.30,Cash
14490,16,2024-04-30,681.06,Credit Card
14491,293,2025-05-06,2692.68,Insurance
14492,135,2024-12-03,4189.12,Insurance
14493,249,2025-07-17,2629.90,Cash
14494,190,2025-11-19,620.52,Cash
14495,451,2025-09-20,4392.86,Cash
14496,44,2024-08-12,3198.62,Bank Transfer
14497,483,2024-01-30,3351.97,Cash
14498,218,2024-06-14,3728.19,Insurance
14499,88,2025-08-10,2396.26,Cash
14500,83,2025-05-07,3860.80,Other
14501,78,2024-07-09,882.38,Bank Transfer
14502,479,2024-07-04,4844.63,Credit Card
14503,74,2025-12-11,1066.59,Other
14504,481,2025-10-13,2330.05,Cash
14505,359,2024-04-03,3554.72,Insurance
14506,282,2026-02-09,4027.68,Cash
14507,121,2024-07-24,1374.63,Credit Card
14508,232,2024-09-15,4722.93,Credit Card
14509,398,2025-03-01,3611.51,Credit Card
14510,424,2026-02-13,722.62,Other
14511,269,2024-07-10,2442.23,Cash
14512,198,2025-03-11,760.50,Bank Transfer
14513,97,2026-03-04,2882.25,Credit Card
14514,451,2024-09-28,722.21,Insurance
14515,293,2024-07-12,4543.91,Insurance
14516,81,2025-11-05,3132.61,Insurance
14517,176,2024-06-05,880.26,Insurance
14518,176,2025-06-25,2567.42,Other
14519,232,2024-05-04,1450.45,Insurance
14520,173,2024-09-12,3389.36,Credit Card
14521,135,2025-04-19,3029.39,Cash
14522,103,2024-05-08,2632.25,Bank Transfer
14523,376,2024-02-19,1378.62,Bank Transfer
14524,221,2025-01-03,2192.74,Other
14525,359,2024-11-15,2728.72,Credit Card
14526,493,2025-02-03,3724.42,Insurance
14527,300,2024-05-14,4536.05,Cash
14528,279,2025-09-29,3627.85,Bank Transfer
14529,207,2024-04-19,3467.44,Cash
14530,465,2024-01-23,2398.57,Bank Transfer
14531,246,2025-08-07,367.21,Other
14532,277,2024-06-07,2149.15,Cash
14533,244,2024-03-04,490.00,Credit Card
14534,400,2025-03-06,1211.64,Bank Transfer
14535,115,2024-01-31,59.00,Bank Transfer
14536,330,2025-03-18,1812.13,Credit Card
14537,81,2026-03-02,3055.51,Other
14538,89,2025-07-25,162.12,Bank Transfer
14539,119,2024-12-29,4204.76,Other
14540,139,2025-06-06,883.73,Insurance
14541,38,2026-02-17,3894.71,Insurance
14542,285,2024-05-09,363.31,Credit Card
14543,281,2024-12-29,521.82,Insurance
14544,222,2024-07-21,3951.60,Other
14545,136,2025-08-14,2796.66,Bank Transfer
14546,63,2024-07-17,1524.02,Insurance
14547,430,2024-02-21,2833.24,Cash
14548,445,2025-05-21,2392.55,Credit Card
14549,150,2024-08-02,1139.23,Bank Transfer
14550,454,2025-05-01,4543.71,Other
14551,341,2025-11-02,3637.53,Bank Transfer
14552,385,2024-11-22,1845.63,Credit Card
14553,14,2025-08-20,1880.38,Insurance
14554,214,2024-04-14,3440.01,Other
14555,2,2024-03-04,3558.56,Insurance
14556,122,2024-09-21,2289.90,Credit Card
14557,275,2024-06-06,2809.59,Other
14558,71,2024-12-07,2866.94,Insurance
14559,276,2025-01-09,1553.74,Bank Transfer
14560,163,2024-01-19,4688.32,Cash
14561,396,2024-11-18,2761.63,Insurance
14562,331,2025-09-07,3957.27,Cash
14563,402,2024-10-13,2550.29,Cash
14564,462,2025-01-24,246.25,Insurance
14565,240,2025-11-03,4747.40,Credit Card
14566,454,2024-10-13,3557.45,Other
14567,497,2025-12-10,1171.94,Other
14568,66,2024-07-16,480.30,Credit Card
14569,4,2024-12-03,4414.82,Other
14570,27,2024-11-02,4693.70,Other
14571,451,2026-01-21,1516.34,Cash
14572,402,2025-06-02,4829.47,Other
14573,151,2024-01-03,3114.45,Credit Card
14574,444,2024-09-28,2495.76,Bank Transfer
14575,464,2025-05-15,3132.07,Insurance
14576,290,2025-05-11,2602.51,Insurance
14577,262,2025-03-11,820.52,Bank Transfer
14578,472,2025-06-15,1011.36,Bank Transfer
14579,18,2025-08-14,628.98,Insurance
14580,57,2024-10-03,2440.79,Insurance
14581,18,2024-08-29,3867.61,Other
14582,102,2025-08-26,1831.28,Other
14583,374,2025-07-23,3276.47,Credit Card
14584,165,2024-07-25,1186.31,Credit Card
14585,77,2025-09-28,2178.65,Insurance
14586,167,2024-02-25,2210.81,Insurance
14587,336,2025-12-08,3074.82,Credit Card
14588,364,2025-10-24,1748.58,Bank Transfer
14589,295,2024-02-17,1321.09,Cash
14590,367,2026-02-01,2745.47,Bank Transfer
14591,260,2026-02-03,4917.08,Insurance
14592,82,2024-07-23,2857.15,Credit Card
14593,318,2025-02-02,2493.41,Bank Transfer
14594,125,2024-09-19,3383.61,Cash
14595,420,2025-10-27,1375.20,Insurance
14596,37,2025-05-24,3293.60,Cash
14597,476,2025-03-23,1526.88,Credit Card
14598,499,2026-01-31,2439.38,Bank Transfer
14599,73,2025-10-09,4565.97,Other
14600,424,2024-01-16,382.62,Credit Card
14601,151,2025-12-28,3749.68,Insurance
14602,301,2024-11-01,4443.94,Bank Transfer
14603,177,2025-08-04,1465.45,Bank Transfer
14604,27,2024-01-05,1540.88,Cash
14605,230,2025-04-07,4120.54,Insurance
14606,448,2025-04-14,4072.65,Credit Card
14607,452,2024-02-02,76.30,Bank Transfer
14608,296,2025-09-09,3679.63,Cash
14609,399,2024-04-24,1606.82,Other
14610,293,2024-06-13,2044.10,Bank Transfer
14611,26,2025-07-24,3182.36,Cash
14612,10,2026-01-06,2720.67,Insurance
14613,80,2024-10-20,194.66,Credit Card
14614,10,2024-12-07,3471.43,Bank Transfer
14615,219,2025-01-04,4408.92,Insurance
14616,450,2025-06-22,2235.71,Bank Transfer
14617,330,2026-01-19,4221.43,Insurance
14618,257,2024-11-16,4535.77,Other
14619,124,2026-01-09,778.75,Other
14620,446,2025-03-21,990.90,Insurance
14621,112,2024-03-20,4369.33,Credit Card
14622,309,2025-07-25,839.43,Other
14623,388,2025-07-17,2621.35,Other
14624,3,2026-02-22,3497.35,Cash
14625,209,2025-09-10,3141.30,Insurance
14626,487,2025-02-27,3756.85,Insurance
14627,3,2025-06-01,2185.98,Credit Card
14628,296,2024-12-30,1994.75,Insurance
14629,169,2025-07-22,1366.20,Credit Card
14630,64,2025-08-21,2485.13,Bank Transfer
14631,127,2025-01-27,809.50,Cash
14632,430,2024-09-20,4577.13,Cash
14633,323,2025-10-03,2479.53,Credit Card
14634,465,2024-06-02,4949.88,Credit Card
14635,10,2024-11-04,2595.77,Insurance
14636,441,2025-04-15,3869.84,Credit Card
14637,451,2025-06-20,2535.96,Credit Card
14638,248,2025-10-04,2795.37,Credit Card
14639,271,2025-10-11,3769.16,Bank Transfer
14640,298,2025-12-11,2032.57,Credit Card
14641,321,2024-10-29,4959.56,Cash
14642,336,2026-02-04,3785.38,Cash
14643,195,2024-09-19,3557.19,Insurance
14644,494,2025-10-24,2281.61,Other
14645,128,2024-10-09,4301.30,Credit Card
14646,310,2025-06-28,2110.67,Bank Transfer
14647,273,2024-05-15,3134.13,Credit Card
14648,95,2025-08-04,4173.20,Bank Transfer
14649,116,2024-05-15,853.28,Insurance
14650,391,2024-04-21,4525.66,Cash
14651,164,2024-05-11,1077.13,Bank Transfer
14652,372,2025-05-17,2618.54,Bank Transfer
14653,488,2025-07-19,610.70,Other
14654,32,2024-07-03,3974.91,Bank Transfer
14655,357,2024-10-15,3852.16,Bank Transfer
14656,264,2024-05-13,2500.47,Other
14657,316,2024-03-09,1439.55,Bank Transfer
14658,486,2024-04-26,3678.08,Insurance
14659,356,2025-08-23,335.85,Insurance
14660,415,2024-09-01,2533.17,Bank Transfer
14661,16,2024-01-19,1561.48,Bank Transfer
14662,93,2025-01-18,4597.07,Insurance
14663,161,2024-10-11,1982.28,Cash
14664,207,2025-05-16,3041.07,Insurance
14665,258,2025-07-14,2565.98,Credit Card
14666,128,2024-10-29,3528.01,Other
14667,474,2024-01-10,2886.03,Other
14668,211,2024-09-03,50.49,Bank Transfer
14669,384,2025-02-14,4226.46,Bank Transfer
14670,165,2024-02-23,3296.96,Insurance
14671,500,2025-02-14,3315.52,Bank Transfer
14672,379,2025-05-11,2592.35,Cash
14673,117,2024-08-26,3084.17,Cash
14674,246,2024-11-03,2205.67,Other
14675,207,2025-08-07,570.37,Cash
14676,452,2024-12-05,4327.89,Insurance
14677,477,2025-10-21,3680.28,Credit Card
14678,480,2025-01-09,2528.81,Insurance
14679,254,2025-01-28,2009.15,Cash
14680,454,2025-03-22,415.69,Other
14681,283,2025-12-05,2215.33,Bank Transfer
14682,332,2024-02-22,1893.43,Credit Card
14683,251,2025-03-07,2238.31,Cash
14684,355,2024-09-17,459.51,Cash
14685,6,2025-02-12,492.24,Credit Card
14686,442,2026-03-02,4094.80,Bank Transfer
14687,74,2024-03-04,2049.87,Cash
14688,161,2025-04-04,3000.36,Credit Card
14689,139,2025-12-24,666.72,Credit Card
14690,33,2025-12-17,4125.09,Bank Transfer
14691,258,2026-01-24,2727.79,Cash
14692,139,2024-12-13,4114.34,Other
14693,452,2024-11-28,2039.66,Bank Transfer
14694,216,2026-02-23,211.81,Credit Card
14695,239,2025-03-25,4853.60,Cash
14696,391,2024-05-02,2558.79,Credit Card
14697,331,2024-09-15,4395.04,Cash
14698,435,2024-11-22,4041.39,Cash
14699,93,2025-01-18,3552.89,Credit Card
14700,71,2024-01-09,2033.88,Cash
14701,464,2025-08-14,1298.83,Cash
14702,229,2024-08-25,2406.65,Cash
14703,465,2024-10-20,3275.26,Credit Card
14704,449,2024-04-26,1479.03,Cash
14705,81,2024-02-12,2991.57,Cash
14706,358,2024-02-29,3663.39,Other
14707,127,2026-01-01,1336.09,Other
14708,216,2024-07-11,3452.16,Bank Transfer
14709,163,2025-03-28,4148.56,Insurance
14710,382,2024-11-17,1336.72,Insurance
14711,445,2024-07-02,4638.93,Bank Transfer
14712,466,2024-10-23,367.15,Credit Card
14713,483,2026-03-20,1650.29,Credit Card
14714,50,2026-02-01,447.87,Cash
14715,410,2026-01-28,4542.65,Insurance
14716,299,2025-03-26,3591.09,Credit Card
14717,441,2025-02-09,2033.15,Bank Transfer
14718,2,2026-01-31,3747.08,Other
14719,18,2024-02-13,4890.65,Bank Transfer
14720,101,2025-06-08,2003.74,Bank Transfer
14721,94,2025-02-21,4275.65,Bank Transfer
14722,44,2025-07-18,3738.08,Insurance
14723,495,2026-01-09,4993.13,Bank Transfer
14724,104,2025-09-23,247.19,Cash
14725,319,2024-01-02,4700.68,Bank Transfer
14726,288,2026-02-12,1420.19,Other
14727,393,2024-04-04,1259.03,Other
14728,440,2024-12-19,2119.73,Bank Transfer
14729,462,2025-02-27,1750.32,Insurance
14730,203,2025-02-09,1234.81,Cash
14731,354,2025-07-19,96.60,Bank Transfer
14732,131,2024-08-07,2368.93,Cash
14733,441,2025-02-04,2270.79,Other
14734,257,2025-04-17,1602.85,Cash
14735,379,2025-11-24,3571.84,Bank Transfer
14736,373,2025-02-11,1348.87,Insurance
14737,12,2025-12-16,4263.40,Credit Card
14738,468,2024-11-18,3580.89,Cash
14739,17,2024-10-02,2756.37,Credit Card
14740,389,2025-05-31,312.91,Insurance
14741,384,2024-10-20,1770.94,Insurance
14742,309,2025-02-14,2045.83,Insurance
14743,151,2025-07-03,2879.05,Insurance
14744,103,2025-10-22,76.93,Credit Card
14745,107,2026-02-17,365.05,Other
14746,347,2026-03-20,2857.69,Insurance
14747,199,2024-06-14,2018.34,Insurance
14748,305,2024-12-16,4237.95,Credit Card
14749,357,2025-02-03,3846.79,Insurance
14750,144,2025-08-09,1996.01,Credit Card
14751,460,2024-05-02,3895.31,Insurance
14752,221,2024-12-22,3652.57,Other
14753,270,2025-02-12,3304.47,Other
14754,58,2026-01-08,4248.15,Credit Card
14755,180,2024-05-03,3220.19,Cash
14756,476,2024-08-11,1178.30,Other
14757,301,2025-05-26,2408.35,Insurance
14758,26,2025-08-10,4431.90,Bank Transfer
14759,35,2025-01-24,4815.07,Other
14760,158,2024-03-04,4440.97,Cash
14761,439,2025-01-08,2442.14,Credit Card
14762,419,2025-03-10,1227.07,Insurance
14763,41,2025-09-09,3777.27,Cash
14764,221,2024-05-26,4898.10,Other
14765,97,2026-03-06,1963.16,Cash
14766,202,2024-11-21,605.93,Insurance
14767,259,2026-03-02,103.42,Credit Card
14768,49,2024-09-22,4742.29,Credit Card
14769,331,2025-04-22,1871.02,Other
14770,76,2025-03-14,658.28,Credit Card
14771,219,2024-09-26,4985.36,Bank Transfer
14772,22,2025-03-25,2932.41,Credit Card
14773,337,2024-01-26,3178.43,Credit Card
